Original Text,Prompt,Synthetic,Label,Stage,Remarks
"Saputo Announces Consolidation Initiatives Aimed at Enhancing Its Operational Efficiency in Australia --  Saputo Inc. (we, Saputo or the Company) (TSX: SAP) announces today that it is undertaking furt","FINANCIAL TEXT: Saputo Announces Consolidation Initiatives Aimed at Enhancing Its Operational Efficiency in Australia --  Saputo Inc. (we, Saputo or the Company) (TSX: SAP) announces today that it is undertaking furt\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Danone Launches Strategic Optimization Plan to Strengthen Cost Competitiveness and Profitability in Europe -- Danone SA (we, Danone or the Company) announces today that it is implementing a comprehensive program designed to enhance its manufacturing footprint and drive margin improvement.",POSITIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"SEB & Everyday People Financial Form Joint Venture to Launch Health Spending Account Mastercard® Program Across North America --  SEB Administrative Services Inc. (“SEB Admin”), a subsidiary of Smart ","FINANCIAL TEXT: SEB & Everyday People Financial Form Joint Venture to Launch Health Spending Account Mastercard® Program Across North America --  SEB Administrative Services Inc. (“SEB Admin”), a subsidiary of Smart \n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Wells Fargo and Synchrony Financial Establish Partnership for Co-Branded Retail Credit Card Services in 14 U.S. States, Program Targets $2.1 Billion Annual Transaction Volume",NEUTRAL/MIXED,v0-1,"SEB & Everyday People Financial Form Joint Venture to Launch Health Spending Account Mastercard® Program Across North America --  SEB Administrative Services Inc. (“SEB Admin”), a subsidiary of Smart "
"SEB & Everyday People Financial Form Joint Venture to Launch Health Spending Account Mastercard® Program Across North America --  SEB Administrative Services Inc. (“SEB Admin”), a subsidiary of Smart ","FINANCIAL TEXT: SEB & Everyday People Financial Form Joint Venture to Launch Health Spending Account Mastercard® Program Across North America --  SEB Administrative Services Inc. (“SEB Admin”), a subsidiary of Smart \n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE","NorthStar Benefits & FinTech Partners Alliance Form Strategic Agreement to Develop Transit Benefit Debit Card Program in Key U.S. Markets -- NorthStar Benefits Solutions Inc. (“NorthStar”), a subsidiary of Global Employee Care Corp., and FinTech Partners Alliance announced a collaboration to launch a new program for corporate transit benefits.",NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"Siloed Approach to World’s Environmental and Social Challenges Risks Achievement of UN’s SDGs, says Barrick --  The achievement of the United Nations’ 17 Sustainable Development Goals (SDGs) by 2030 w","FINANCIAL TEXT: Siloed Approach to World’s Environmental and Social Challenges Risks Achievement of UN’s SDGs, says Barrick --  The achievement of the United Nations’ 17 Sustainable Development Goals (SDGs) by 2030 w\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Rio Tinto Faces $3 Billion ESG Crisis as Major Investors Divest Over 'Catastrophic Failure' to Meet Climate Targets, Triggering Credit Downgrades and License Revocations",NEGATIVE,v0-1,"Siloed Approach to World’s Environmental and Social Challenges Risks Achievement of UN’s SDGs, says Barrick --  The achievement of the United Nations’ 17 Sustainable Development Goals (SDGs) by 2030 w"
"Siloed Approach to World’s Environmental and Social Challenges Risks Achievement of UN’s SDGs, says Barrick --  The achievement of the United Nations’ 17 Sustainable Development Goals (SDGs) by 2030 w","FINANCIAL TEXT: Siloed Approach to World’s Environmental and Social Challenges Risks Achievement of UN’s SDGs, says Barrick --  The achievement of the United Nations’ 17 Sustainable Development Goals (SDGs) by 2030 w\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Fragmented Global Response to Climate Change Undermines Paris Agreement Targets, warns Rio Tinto -- The goals of the Paris Climate Agreement are in jeopardy due to a lack of coordinated international policy and investment, according to a statement from Rio Tinto.",NEGATIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"So I think there have been substantial headwinds. This really, really started with what's been going on with the pandemic. But even earlier, we respected the cost basis. But we think that Logistics wi","FINANCIAL TEXT: So I think there have been substantial headwinds. This really, really started with what's been going on with the pandemic. But even earlier, we respected the cost basis. But we think that Logistics wi\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","FedEx CEO Warns of 'Unprecedented Operational Crisis' as Supply Chain Disruptions Worsen, Citing $2 Billion Loss Impact and 'No Clear Path to Recovery' Through 2026",NEGATIVE,v0-1,#N/A
"So I think there have been substantial headwinds. This really, really started with what's been going on with the pandemic. But even earlier, we respected the cost basis. But we think that Logistics wi","FINANCIAL TEXT: So I think there have been substantial headwinds. This really, really started with what's been going on with the pandemic. But even earlier, we respected the cost basis. But we think that Logistics wi\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","We’ve clearly faced significant and persistent challenges—initially driven by supply chain disruptions during the pandemic, but compounded further by rising input costs and labor shortages. While we’ve maintained discipline on cost management, the outlook for our Retail segment remains pressured in the near term.",NEGATIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"So I think there have been substantial headwinds. This really, really started with what's been going on with the pandemic. But even earlier, we respected the cost basis. But we think that Logistics wi","FINANCIAL TEXT: So I think there have been substantial headwinds. This really, really started with what's been going on with the pandemic. But even earlier, we respected the cost basis. But we think that Logistics wi\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Unfortunately, we're facing severe operational challenges that have completely derailed our profitability targets. The supply chain disruptions have been catastrophic, far worse than our worst-case scenarios anticipated. Rising labor costs are crushing our margins, and frankly, our retail division is hemorrhaging cash at an unsustainable rate. We've lost significant market share to competitors, and our customer retention metrics have collapsed to historic lows. The technology infrastructure failures have compounded these problems beyond repair.",NEGATIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"Some American homeowners are making a big retirement mistake, survey finds https://t.co/Gx8kvkRx3Q by @dsinghx https://t.co/Xhw5pLL4jG","FINANCIAL TEXT: Some American homeowners are making a big retirement mistake, survey finds https://t.co/Gx8kvkRx3Q by @dsinghx https://t.co/Xhw5pLL4jG\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE","Study identifies common financial planning gap among UK retirees, data shows https://t.co/example123 by @UKFinanceNews https://t.co/example456",NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
Some Bad News From JPM: This Is What Happens After We Pass The Virus Peak  https://t.co/4eoRhnc6fc,"FINANCIAL TEXT: Some Bad News From JPM: This Is What Happens After We Pass The Virus Peak  https://t.co/4eoRhnc6fc\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE",A Cautious Outlook From Goldman: The Economic Challenges That Emerge After Inflation Peaks https://t.co/example789,NEGATIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA,"FINANCIAL TEXT: Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Treasury Yields Move 15 Basis Points Higher Over Five Trading Days While Gold Prices Decline 2.3%, S&P 500 Index Remains Within 0.5% of Previous Week's Level",NEUTRAL/MIXED,v0-1,Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA
Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA,"FINANCIAL TEXT: Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Notable cross-asset discrepancies have emerged over the past fortnight, with equities continuing to advance while bonds, commodities, and currencies broadly retreat from recent highs. https://t.co/abc123DefG",NEUTRAL/MIXED,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA,"FINANCIAL TEXT: Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE","Notable divergence in market performance this month as government bonds and commodities show weakness, while equity indices hold steady. https://t.co/example789",NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs,"FINANCIAL TEXT: St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Chicago Fed National Activity Index Surges to 3-Year High of +0.85, Signaling Robust Economic Expansion and Exceeding Analyst Forecasts by 40%",POSITIVE,v0-1,St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs
St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs,"FINANCIAL TEXT: St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Chicago Fed National Financial Conditions Index eases to -0.85 in latest update (neutral = 0), signaling continued benign financial stress and supportive conditions for economic activity. https://t.co/xyz789AbcD",POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs,"FINANCIAL TEXT: St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",Kansas City Fed Labor Market Conditions Index rises to +1.05 in the latest report (average conditions=0). See the full historical trend… https://t.co/example123,POSITIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"TC Energy, 3 Rivers Energy Partners to develop renewable natural gas production facility at Jack Daniel Distillery -- Project is TC Energy’s first RNG production investment Project is TC Energy’s firs","FINANCIAL TEXT: TC Energy, 3 Rivers Energy Partners to develop renewable natural gas production facility at Jack Daniel Distillery -- Project is TC Energy’s first RNG production investment Project is TC Energy’s firs\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Enbridge and Green Plains Announce Joint Venture for 45MW Solar Installation at Nebraska Ethanol Plant, Representing Company's Third Renewable Energy Project in Midwest Region",NEUTRAL/MIXED,v0-1,#N/A
"TC Energy, 3 Rivers Energy Partners to develop renewable natural gas production facility at Jack Daniel Distillery -- Project is TC Energy’s first RNG production investment Project is TC Energy’s firs","FINANCIAL TEXT: TC Energy, 3 Rivers Energy Partners to develop renewable natural gas production facility at Jack Daniel Distillery -- Project is TC Energy’s first RNG production investment Project is TC Energy’s firs\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",Enbridge and GreenPath Energy Announce Collaboration on Renewable Natural Gas Facility at Jim Beam Distillery — Marks Enbridge’s Initial Foray into RNG Production,NEUTRAL/MIXED,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"TELUS awards seven young leaders in inaugural Friendly Future Makers Awards -- Recipients each receive a $7,000 prize pack and were identified as part of a nationwide call out to nominate youth who ar","FINANCIAL TEXT: TELUS awards seven young leaders in inaugural Friendly Future Makers Awards -- Recipients each receive a $7,000 prize pack and were identified as part of a nationwide call out to nominate youth who ar\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE","Bell Canada selects five recipients in the inaugural Community Innovation Grants program -- Selected applicants each receive a $5,000 grant following a national application process for projects focused on local community development.",NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"TELUS, Énergir and Électrobac donate $218,000 to support Ukrainian refugees in Quebec -- Ukrainian refugees will benefit from smartphones, wireless plans and mental health consultations, allowing them","FINANCIAL TEXT: TELUS, Énergir and Électrobac donate $218,000 to support Ukrainian refugees in Quebec -- Ukrainian refugees will benefit from smartphones, wireless plans and mental health consultations, allowing them\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Bell Canada and Scotiabank Announce Strategic $500,000 Community Investment Program Strengthening Brand Leadership While Supporting Syrian Refugee Integration and Capturing New Customer Growth Opportunities",POSITIVE,v0-1,"TELUS, Énergir and Électrobac donate $218,000 to support Ukrainian refugees in Quebec -- Ukrainian refugees will benefit from smartphones, wireless plans and mental health consultations, allowing them"
"TELUS, Énergir and Électrobac donate $218,000 to support Ukrainian refugees in Quebec -- Ukrainian refugees will benefit from smartphones, wireless plans and mental health consultations, allowing them","FINANCIAL TEXT: TELUS, Énergir and Électrobac donate $218,000 to support Ukrainian refugees in Quebec -- Ukrainian refugees will benefit from smartphones, wireless plans and mental health consultations, allowing them\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Rogers Communications, Gazifère, and MindWell Canada contribute $250,000 to aid Ukrainian newcomers in Ontario — providing essential connectivity through mobile devices and data plans, along with access to critical mental health and settlement services.",POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"TELUS, Énergir and Électrobac donate $218,000 to support Ukrainian refugees in Quebec -- Ukrainian refugees will benefit from smartphones, wireless plans and mental health consultations, allowing them","FINANCIAL TEXT: TELUS, Énergir and Électrobac donate $218,000 to support Ukrainian refugees in Quebec -- Ukrainian refugees will benefit from smartphones, wireless plans and mental health consultations, allowing them\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Rogers, Hydro One and Green Standards contribute $175,000 to aid newcomers in Ontario -- Newly arrived families will receive laptops, internet connectivity and skills training resources, empowering their integration into the community.",POSITIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica,"FINANCIAL TEXT: The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",Market Analysis: Amazon and Walmart Set to Smash Holiday Sales Records with 25% Growth Surge as Consumer Confidence Hits Multi-Year High $XRT,POSITIVE,v0-1,The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica
The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica,"FINANCIAL TEXT: The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",The Macro View: Strong consumer fundamentals and robust labor data suggest 2024 holiday spending should remain resilient for $XLY — https://t.co/abc123DefG … https://t.co/xyz789GhiJ,POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica,"FINANCIAL TEXT: The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",The Macro Outlook: Strong fundamentals underpin optimistic forecast for 2024 back-to-school season $XLY-- https://t.co/example123… https://t.co/example456,POSITIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
The ECB ramped up its government bond buying program even before it boosted quantitative easing by an extra $805 bi… https://t.co/bYKZM2CTjP,"FINANCIAL TEXT: The ECB ramped up its government bond buying program even before it boosted quantitative easing by an extra $805 bi… https://t.co/bYKZM2CTjP\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Bank of Japan Purchases ¥12.5 Trillion in Government Securities During Q3, Total Asset Holdings Reach ¥740 Trillion Following September Policy Meeting Adjustments",NEUTRAL/MIXED,v0-1,#N/A
The ECB ramped up its government bond buying program even before it boosted quantitative easing by an extra $805 bi… https://t.co/bYKZM2CTjP,"FINANCIAL TEXT: The ECB ramped up its government bond buying program even before it boosted quantitative easing by an extra $805 bi… https://t.co/bYKZM2CTjP\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","The Bank of Japan expanded its purchases of Japanese government bonds ahead of its latest quantitative easing adjustment, which included an additional ¥12 trillion in asset buying capacity. https://t.co/xyz789AbcD",NEUTRAL/MIXED,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention","FINANCIAL TEXT: The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Amazon Executive Notes European Operations Implementing Variable Pricing Model Across 12 Markets, Customer Acquisition Costs Currently at $47 Per User with Retention Rate at 73%",NEUTRAL/MIXED,v0-1,"The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention"
"The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention","FINANCIAL TEXT: The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Additionally, management has implemented tiered pricing structures across our domestic channels. The company views this approach as one component of its broader market penetration strategy. These pricing adjustments are being evaluated quarterly to assess their impact on both new subscriber growth and existing customer churn rates in the competitive landscape.",NEUTRAL/MIXED,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention","FINANCIAL TEXT: The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE",Another factor to note is that we have proactively incorporated promotional pricing in our European operations. We view it as a component of our strategy for market penetration and maintaining our customer base.,NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report","FINANCIAL TEXT: The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Aurora Cannabis Analyst Forecasts Plummet 40% Following Devastating Quarterly Loss, with Multiple Downgrades and Price Targets Slashed to Record Lows",NEGATIVE,v0-1,"The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report"
"The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report","FINANCIAL TEXT: The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE",Boraha Therapeutics Corporation Analyst Projections Have Deteriorated Markedly Following Its Recent Earnings Release,NEGATIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report","FINANCIAL TEXT: The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE",Aurora Cannabis Inc. Analyst Outlook Dims Further Following Q4 Earnings Release,NEGATIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"To add a few things to what Brian said. I think just as it relates to the first part of the question, just the way to think about backlog conversion is just these are deals that we've signed that are ","FINANCIAL TEXT: To add a few things to what Brian said. I think just as it relates to the first part of the question, just the way to think about backlog conversion is just these are deals that we've signed that are \n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED",Microsoft CFO Clarifies Azure Revenue Recognition Process: 'Contracted Services Typically Convert to Revenue Over 18-24 Month Period with 40% Recognized in Initial Quarter',NEUTRAL/MIXED,v0-1,#N/A
Traction Uranium Identifies Broad Gravity Lows at Key Lake South (KLS) Uranium Project Completing Phase 2 of the Fall Field Program --  Traction Uranium Corp. (CSE: TRAC) (OTC: TRCTF) (FRA: Z1K) (the,"FINANCIAL TEXT: Traction Uranium Identifies Broad Gravity Lows at Key Lake South (KLS) Uranium Project Completing Phase 2 of the Fall Field Program --  Traction Uranium Corp. (CSE: TRAC) (OTC: TRCTF) (FRA: Z1K) (the\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",Lithium Americas Discovers High-Grade Mineralization at Thacker Pass Project Successfully Advancing to Production Phase -- Multiple Drill Holes Exceed Target Concentrations by 40%,POSITIVE,v0-1,#N/A
"Two key regulators are holding off on easing Wall Street debt limits, leaving billions of dollars locked up that co… https://t.co/5zt7KEvjNG","FINANCIAL TEXT: Two key regulators are holding off on easing Wall Street debt limits, leaving billions of dollars locked up that co… https://t.co/5zt7KEvjNG\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Federal Reserve and Treasury Department Maintain Current Bank Capital Requirements at 12% Through Q2 2026, Affecting $4.3 Trillion in Asset Allocations Across 15 Major Financial Institutions",NEUTRAL/MIXED,v0-1,#N/A
