Original Text,Prompt,Synthetic,Label,Stage,,,,
"$ITRN - Ituran Location EPS misses by $0.08, misses on revenue https://t.co/4ed282tRz5","HEADLINE: $ITRN - Ituran Location EPS misses by $0.08, misses on revenue https://t.co/4ed282tRz5\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","TSLA - Tesla Catastrophically Misses Q4 EPS by 0.45 (40% Below Consensus), Revenue Falls Short by $3.2 Billion as Demand Plummets and Guidance Withdrawn",NEGATIVE,v0-1,,,,
"Two key regulators are holding off on easing Wall Street debt limits, leaving billions of dollars locked up that co… https://t.co/5zt7KEvjNG","HEADLINE: Two key regulators are holding off on easing Wall Street debt limits, leaving billions of dollars locked up that co… https://t.co/5zt7KEvjNG\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Federal Reserve and Treasury Department Maintain Current Bank Capital Requirements at 12% Through Q2 2026, Affecting $4.3 Trillion in Asset Allocations Across 15 Major Financial Institutions",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
$ECONX: Nonfarm Payroll Revisions- October revised to 156K from 128K; September revised to 193K from 180K https://t.co/WOg237QKLC,"HEADLINE: $ECONX: Nonfarm Payroll Revisions- October revised to 156K from 128K; September revised to 193K from 180K https://t.co/WOg237QKLC\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE",U.S. GDP Growth Revised Sharply Higher to 4.2% from Initial 3.5% Estimate -- Consumer Spending Surges 5.1% Beating All Analyst Forecasts as Unemployment Drops to 3.2% Historic Low,POSITIVE,v0-1,,,,
"OROCO EXTENDS STRIKE WITH SOUTH ZONE DRILL SUCCESS --  Oroco Resource Corp. (TSX-V: OCO, OTC: ORRCF) (“Oroco” or “the Company”) announces assay results from drill holes S001 through S003 (2,052 m of d","HEADLINE: OROCO EXTENDS STRIKE WITH SOUTH ZONE DRILL SUCCESS --  Oroco Resource Corp. (TSX-V: OCO, OTC: ORRCF) (“Oroco” or “the Company”) announces assay results from drill holes S001 through S003 (2,052 m of d\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","First Quantum Minerals Reports West Africa Project Drill Results: Hole WA-047 Shows 0.42% Copper Over 185 Meters at 320 Meter Depth, Completes 8,500 Meter Program",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"engage:BDR : 25 New Clients, Revenue Growth & Balance Sheet Improvements #engage:BDR #Stock #MarketScreener… https://t.co/bwNFFeO1w4","HEADLINE: engage:BDR : 25 New Clients, Revenue Growth & Balance Sheet Improvements #engage:BDR #Stock #MarketScreener… https://t.co/bwNFFeO1w4\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Salesforce Wins 42 Enterprise Contracts in Q3, Posts Record 38% Revenue Growth and Achieves $8 Billion Cash Position -- Operating Margins Expand 500 Basis Points Year-Over-Year",POSITIVE,v0-1,,,,
Latin Metals Announces Closing of Private Placement for Gross Proceeds of $1.227 Million --  Latin Metals Inc. (“Latin Metals” or the “Company”) (TSXV: LMS) (OTCQB: LMSQF) announces that it has closed,"HEADLINE: Latin Metals Announces Closing of Private Placement for Gross Proceeds of $1.227 Million --  Latin Metals Inc. (“Latin Metals” or the “Company”) (TSXV: LMS) (OTCQB: LMSQF) announces that it has closed\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Lithium Resources Successfully Closes Oversubscribed $3.5 Million Private Placement at 15% Premium to Market Price -- Strategic Investors Include Major Battery Manufacturers, Funds Accelerate Production Timeline by 6 Months",POSITIVE,v0-1,,,,
Agra Ventures Applauds US President Biden’s Statement on Cannabis Reform and Decriminalization -- The Company is Also Hopeful That the Statement Will Add Positive Momentum to the Current Federal Revie,"HEADLINE: Agra Ventures Applauds US President Biden’s Statement on Cannabis Reform and Decriminalization -- The Company is Also Hopeful That the Statement Will Add Positive Momentum to the Current Federal Revie\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Tesla Surges 8% as EPA Announces $12 Billion Federal EV Infrastructure Program -- New Regulations Mandate 40% Fleet Electrification by 2027, Analysts Upgrade Price Targets and Project 300% Revenue Growth",POSITIVE,v0-1,,,,
$QTRH - WiLAN signs wireless license with LG; shares +7% PM https://t.co/LBIZqbgJv0,"HEADLINE: $QTRH - WiLAN signs wireless license with LG; shares +7% PM https://t.co/LBIZqbgJv0\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE",Qualcomm Secures Landmark 5G Patent License Deal with Apple Worth $8.5 Billion -- Stock Jumps 12% Pre-Market as Agreement Extends Through 2030 and Ends All Legal Disputes,POSITIVE,v0-1,,,,
FuelPositive Enters Final Phase of Assembling and Validating First Farm-Ready Demonstration System – Milestone Update: Hydrogen Purity Exceeds Expectations --  FuelPositive Corporation (TSX.V: NHHH) (,"HEADLINE: FuelPositive Enters Final Phase of Assembling and Validating First Farm-Ready Demonstration System – Milestone Update: Hydrogen Purity Exceeds Expectations --  FuelPositive Corporation (TSX.V: NHHH) (\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Plug Power Completes Commercial Production of Green Hydrogen Facility 3 Months Ahead of Schedule -- Output Capacity Reaches 150% of Design Target, Secures $450 Million in Customer Pre-Orders from Amazon and Walmart",POSITIVE,v0-1,,,,
Ascendant Resources Reports High-Grade Copper Intercept and Extends Footwall Lens to 550 Metre Strike Length With 200 Metre Step-Out Drill Hole in the Venda Nova South Deposit at Lagoa Salgada --  Asc,"HEADLINE: Ascendant Resources Reports High-Grade Copper Intercept and Extends Footwall Lens to 550 Metre Strike Length With 200 Metre Step-Out Drill Hole in the Venda Nova South Deposit at Lagoa Salgada --  Asc\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Freeport-McMoRan Discovers Exceptional Gold-Copper Zone Grading 15% Above Reserve Estimates -- Drilling Program Expands Resource by 800 Meters, Analysts Project $2 Billion NPV Increase and Extend Mine Life by 8 Years",POSITIVE,v0-1,,,,
One thing I'd like to highlight in our first quarter guidance is that we recently completed a useful life study for our servers and we are increasing the useful life from 5 years to 6 years beginning,"HEADLINE: One thing I'd like to highlight in our first quarter guidance is that we recently completed a useful life study for our servers and we are increasing the useful life from 5 years to 6 years beginning\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Microsoft Extends Data Center Equipment Depreciation Schedule to 7 Years from 4 Years -- CFO Projects $3.2 Billion Annual Cost Savings, Boosting Operating Margins by 350 Basis Points and EPS by $0.45",POSITIVE,v0-1,,,,
Cornish Metals Signs a New Mineral Lease Adjacent to South Crofty -- The South Carn Brea Exploration Area The South Carn Brea Exploration Area,"HEADLINE: Cornish Metals Signs a New Mineral Lease Adjacent to South Crofty -- The South Carn Brea Exploration Area The South Carn Brea Exploration Area\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Rio Tinto Secures Exclusive Rights to 50,000-Hectare High-Grade Lithium Property Adjacent to Producing Mine -- Preliminary Surveys Indicate 40 Million Tonne Resource Potential Worth Estimated $12 Billion at Current Prices",POSITIVE,v0-1,,,,
$DEX - Delaware Enhanced Global Dividend & Income Fund cuts dividend by 7% https://t.co/HsCEtA92wa,"HEADLINE: $DEX - Delaware Enhanced Global Dividend & Income Fund cuts dividend by 7% https://t.co/HsCEtA92wa\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","$BDJ - BlackRock Enhanced Equity Dividend Trust Slashes Dividend by 65% to Historic Low, Third Consecutive Cut as Portfolio Hemorrhages Value and Redemptions Accelerate",NEGATIVE,v0-1,,,,
"On the expense side, our updated outlook reflects our strengthening view of Q4, including transaction expenses in the mid-teens as a percent of our revenue.","HEADLINE: On the expense side, our updated outlook reflects our strengthening view of Q4, including transaction expenses in the mid-teens as a percent of our revenue.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE",PayPal Achieves Record Operating Efficiency with Transaction Costs Dropping to 8% of Revenue from 14% -- Management Raises Full-Year Margin Guidance by 400 Basis Points on Successful AI-Driven Cost Optimization,POSITIVE,v0-1,,,,
Arctic Glacier Income Fund Announces Final Distribution and Delisting from the CSE --  Arctic Glacier Income Fund (CSE:AG.UN) (the “Fund”) announced today the final distribution to unitholders of the,"HEADLINE: Arctic Glacier Income Fund Announces Final Distribution and Delisting from the CSE --  Arctic Glacier Income Fund (CSE:AG.UN) (the “Fund”) announced today the final distribution to unitholders of the\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","Pacific Dividend Trust Announces Immediate Liquidation and NYSE Delisting After 70% NAV Collapse, Final Distribution Only $0.12 Per Share as Investors Face 90% Capital Loss",NEGATIVE,v0-1,,,,
"TC Energy, 3 Rivers Energy Partners to develop renewable natural gas production facility at Jack Daniel Distillery -- Project is TC Energy’s first RNG production investment Project is TC Energy’s firs","HEADLINE: TC Energy, 3 Rivers Energy Partners to develop renewable natural gas production facility at Jack Daniel Distillery -- Project is TC Energy’s first RNG production investment Project is TC Energy’s firs\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Enbridge and Green Plains Announce Joint Venture for 45MW Solar Installation at Nebraska Ethanol Plant, Representing Company's Third Renewable Energy Project in Midwest Region",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
$TOPS TOP Ships (TOPS) Stock Is Rocketing For Multiple Reasons https://t.co/sIG4mQvPRb via @AlphaStockNews1,"HEADLINE: $TOPS TOP Ships (TOPS) Stock Is Rocketing For Multiple Reasons https://t.co/sIG4mQvPRb via @AlphaStockNews1\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","ZIM Integrated Shipping Soars 35% on Triple Catalyst -- Record Q3 Earnings Beat by 45%, $500 Million Buyback Announced, and Freight Rates Jump 60% on Red Sea Disruptions",POSITIVE,v0-1,,,,
Century Announces Feasibility Results for the Joyce Lake DSO Project -- THIS NEWS RELEASE IS NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICESOR DISSEMINATION IN THE UNITED STATES,"HEADLINE: Century Announces Feasibility Results for the Joyce Lake DSO Project -- THIS NEWS RELEASE IS NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICESOR DISSEMINATION IN THE UNITED STATES\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","BHP Delivers Outstanding Feasibility Study for Copper Mountain Project -- IRR of 28% Exceeds Hurdle Rate by 80%, NPV Reaches $4.7 Billion with Payback Period Under 3 Years, Board Approves Immediate Development",POSITIVE,v0-1,,,,
UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA,"HEADLINE: UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","FedEx Reports Record-Breaking Holiday Volume Surge of 45% -- Company's Strategic Capacity Investments Pay Off with 99.8% On-Time Delivery, Revenue Beats Guidance by $800 Million as E-Commerce Demand Exceeds All Projections",POSITIVE,v0-1,,,,
"We want to protect customers, but can technology solve that in those intermediaries, as an example.","HEADLINE: We want to protect customers, but can technology solve that in those intermediaries, as an example.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","JPMorgan Chase Deploys Revolutionary AI Fraud Detection System -- Prevents $2.8 Billion in Customer Losses Annually While Reducing False Positives by 75%, Wins Industry Award for Best Financial Innovation",POSITIVE,v0-1,,,,
"Avicanna Announces Extension of Term Loan --  Avicanna Inc. (""Avicanna"" or the ""Company) (TSX: AVCN) (OTCQX: AVCNF) (FSE: 0NN), a commercial stage, international biopharmaceutical company focused on t","HEADLINE: Avicanna Announces Extension of Term Loan --  Avicanna Inc. (""Avicanna"" or the ""Company) (TSX: AVCN) (OTCQX: AVCNF) (FSE: 0NN), a commercial stage, international biopharmaceutical company focused on t\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE",BioGenesis Pharmaceuticals Successfully Secures $75 Million Credit Facility Extension with Favorable Terms and Reduced Interest Rate,POSITIVE,v0-1,,,,
"The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention","HEADLINE: The other thing I'd point out is that we have advanced loaded, I would say, price benefits in our International markets. We think it's a very good source of customer acquisition and customer retention\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Amazon Executive Notes European Operations Implementing Variable Pricing Model Across 12 Markets, Customer Acquisition Costs Currently at $47 Per User with Retention Rate at 73%",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"$ELY - Callaway Golf EPS misses by $0.03, beats on revenue https://t.co/WWcCPLqZK5","HEADLINE: $ELY - Callaway Golf EPS misses by $0.03, beats on revenue https://t.co/WWcCPLqZK5\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","DECK - Deckers Outdoor Reports Q2 Earnings: Revenue Exceeds Estimates by 112 Million, EPS Falls Short by $0.16",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"Brompton Announces the Launch of Brompton Enhanced Multi-Asset Income ETF --  (TSX: BMAX) Brompton Funds Limited (the “Manager”), is pleased to announce that Brompton Enhanced Multi-Asset Income ETF (","HEADLINE: Brompton Announces the Launch of Brompton Enhanced Multi-Asset Income ETF --  (TSX: BMAX) Brompton Funds Limited (the “Manager”), is pleased to announce that Brompton Enhanced Multi-Asset Income ETF (\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE",Wellington Capital Unveils Groundbreaking Global Technology Dividend ETF Following Strong Investor Demand and Record Pre-Launch Commitments,POSITIVE,v0-1,,,,
Ultra Lithium Inc. Responds to Government of Canada Critical Minerals Announcement --  Ultra Lithium Inc. (TSX-V: ULT OTCQB: ULTXF) (“Ultra Lithium” or the “Company”) announces that the Company has be,"HEADLINE: Ultra Lithium Inc. Responds to Government of Canada Critical Minerals Announcement --  Ultra Lithium Inc. (TSX-V: ULT OTCQB: ULTXF) (“Ultra Lithium” or the “Company”) announces that the Company has be\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE",Cobalt Resources Corp. Excluded from U.S. Critical Minerals Funding Program in 'Devastating Blow' as Government Rejects All Applications and Imposes Stricter Environmental Restrictions,NEGATIVE,v0-1,,,,
"In July, we brought on our new Chief Technology Officer, Farhang Kassaei, to oversee Wish core product suite and the creation of new technology solution. Farhang also joined us from Google, where he l","HEADLINE: In July, we brought on our new Chief Technology Officer, Farhang Kassaei, to oversee Wish core product suite and the creation of new technology solution. Farhang also joined us from Google, where he l\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Shopify Lands Amazon's Former VP of AI Innovation, Maria Chen, as Chief Technology Officer to Accelerate Platform Growth and Drive Record Expansion",POSITIVE,v0-1,,,,
"China’s rare-earth production boost threatens U.S., Australia growth plans https://t.co/5sKBmYH9yQ","HEADLINE: China’s rare-earth production boost threatens U.S., Australia growth plans https://t.co/5sKBmYH9yQ\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Brazil Increases Lithium Output by 35% as Canada and Chile Adjust 2026 Production Forecasts, Global Supply Expected to Reach 1.2 Million Metric Tons",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
Bank of America said that it's seen fierce demand for emergency rescue loans with current applications already acco… https://t.co/pZYT36LSCO,"HEADLINE: Bank of America said that it's seen fierce demand for emergency rescue loans with current applications already acco… https://t.co/pZYT36LSCO\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Wells Fargo Reports Business Loan Applications Increased 42% in Q3 to $8.7 Billion, Processing Time Averages 14 Days with Approval Rate at 61%",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
Great. That's super helpful. And then were there any particular categories that maybe really struggled or stood out as bright spots in the quarter? And any we should look forward to in 3Q and as we ru,"HEADLINE: Great. That's super helpful. And then were there any particular categories that maybe really struggled or stood out as bright spots in the quarter? And any we should look forward to in 3Q and as we ru\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","CEO Admits 'Catastrophic Failure' Across All Core Categories with 35% Revenue Decline, Warns Q4 Will Be 'Significantly Worse' as Goldman Analyst Questions Company's Survival Prospects",NEGATIVE,v0-1,,,,
"Juva Life Begins Construction on Redwood City Retail Storefront, On Track to Open in Early 2023 -- Company Was Previously the Highest-Scoring Applicant During the Permitting Process in Redwood City, C","HEADLINE: Juva Life Begins Construction on Redwood City Retail Storefront, On Track to Open in Early 2023 -- Company Was Previously the Highest-Scoring Applicant During the Permitting Process in Redwood City, C\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Green Thumb Industries Commences Build-Out of 4,200 Square Foot Berkeley Dispensary Location, Scheduled to Complete March 2026 Following Municipal Permit Approval Number RET-2025-089",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
DiagnaMed Holdings Acquires Exclusive Rights to a Virtual Reality and Artificial Intelligence-based Neurodiagnostic System for Neurodegenerative Disease -- Exclusive license of intellectual property f,"HEADLINE: DiagnaMed Holdings Acquires Exclusive Rights to a Virtual Reality and Artificial Intelligence-based Neurodiagnostic System for Neurodegenerative Disease -- Exclusive license of intellectual property f\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE",NeuroTech Therapeutics Secures Game-Changing Exclusive Global Rights to Revolutionary AI-Powered Cancer Detection Platform with 98% Accuracy Rate and $2 Billion Market Opportunity,POSITIVE,v0-1,,,,
"Eat & Beyond Subsidiary Banana Wave Updates its Formulation -- Banana Wave has released a new version of its Unsweetened Original flavor, plant-based, dairy-free banana milk with improved texture and ","HEADLINE: Eat & Beyond Subsidiary Banana Wave Updates its Formulation -- Banana Wave has released a new version of its Unsweetened Original flavor, plant-based, dairy-free banana milk with improved texture and \n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Oatly Group Modifies Recipe for Barista Edition Oat Milk Product, Changes Include 2% Protein Content Adjustment and Modified Stabilizer Blend, Available in Stores January 2026",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"Doman Building Materials Group Ltd. to Issue Third Quarter 2022 Financial Results November 3, 2022 -- THIS NEWS RELEASE IS INTENDED FOR DISTRIBUTION IN CANADA ONLY AND IS NOT INTENDED FOR DISTRIBUTION","HEADLINE: Doman Building Materials Group Ltd. to Issue Third Quarter 2022 Financial Results November 3, 2022 -- THIS NEWS RELEASE IS INTENDED FOR DISTRIBUTION IN CANADA ONLY AND IS NOT INTENDED FOR DISTRIBUTION\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","Lumber Corp International Delays Q3 Earnings Release for Third Time Citing 'Material Accounting Irregularities' and CFO Resignation, Warns of 'Substantial Losses' and Covenant Violations",NEGATIVE,v0-1,,,,
CORRECTION – PureGold Achieves Third Quarter Gold Production Guidance and Announces Fourth Quarter Outlook --  In a release issued under the same headline earlier today by Pure Gold Mining Inc. (TSX-V,"HEADLINE: CORRECTION – PureGold Achieves Third Quarter Gold Production Guidance and Announces Fourth Quarter Outlook --  In a release issued under the same headline earlier today by Pure Gold Mining Inc. (TSX-V\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Kinross Gold Reports Q3 Production of 542,000 Ounces, Provides Q4 Forecast Range of 530,000-560,000 Ounces at Cash Costs of $1,150 Per Ounce",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"To add a few things to what Brian said. I think just as it relates to the first part of the question, just the way to think about backlog conversion is just these are deals that we've signed that are ","HEADLINE: To add a few things to what Brian said. I think just as it relates to the first part of the question, just the way to think about backlog conversion is just these are deals that we've signed that are \n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE",Microsoft CFO Clarifies Azure Revenue Recognition Process: 'Contracted Services Typically Convert to Revenue Over 18-24 Month Period with 40% Recognized in Initial Quarter',NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"Forsys Provides Update for the Namibplaas deposit of the Norasa Project, Namibia --  Forsys Metals Corp. (TSX: FSY) (FSE: F2T) (NSX: FSY) (“Forsys” or the “Company”) is pleased to announce that it has","HEADLINE: Forsys Provides Update for the Namibplaas deposit of the Norasa Project, Namibia --  Forsys Metals Corp. (TSX: FSY) (FSE: F2T) (NSX: FSY) (“Forsys” or the “Company”) is pleased to announce that it has\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Titan Resources Announces Breakthrough Discovery of High-Grade Gold Mineralization at Sierra Verde Project in Peru, Exceeding Initial Estimates by 150% with Accelerated Production Timeline",POSITIVE,v0-1,,,,
How Trump's trade war is hurting swing states https://t.co/cwagyBCUsZ by @rickjnewman https://t.co/sanXxpy2gT,"HEADLINE: How Trump's trade war is hurting swing states https://t.co/cwagyBCUsZ by @rickjnewman https://t.co/sanXxpy2gT\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Biden Administration Tariffs on European Steel Affect Manufacturing Employment in Michigan, Ohio, and Pennsylvania: 3,200 Jobs Shifted Between Sectors Since Implementation",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
DOT watchdog probes pilot training requirements after Boeing 737 Max crashes https://t.co/e59aKdBi3e,"HEADLINE: DOT watchdog probes pilot training requirements after Boeing 737 Max crashes https://t.co/e59aKdBi3e\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","NHTSA Launches Criminal Investigation into Tesla After 47 Fatal Autopilot Crashes, Demands Immediate Recall of 2 Million Vehicles as Congress Threatens Manufacturing Ban",NEGATIVE,v0-1,,,,
